Session.Start.Date,partido,tiempo,Session.Start,Session.End,Evento,Tag.Notes,Tag.Start,Tag.End,Tag.Duration.(secs),Calificaciondelevento,coord.final,Jugador.2,Jugador.1,coord.inicial,Subevento,Optional.Column,segundos,remate-Gol,remate-Fuera,remate-Al-arco,remate-Interceptado,remate-Cabeza,pase-Asistencia,pase-Completado,pase-Interceptado,pase-Fuera,pase-Inteligente,centro-Asistencia,centro-Completado,centro-Interceptado,centro-Bloqueado,centro-Fuera,duelo-Aereo-Perdido,duelo-Aereo-Ganado,duelo-Disputa-suelo-Perdida,duelo-Disputa-suelo-Ganada,duelo-Gambeta-contra-Ganada,duelo-Gambeta-contra-Perdida,duelo-Gambeta-favor-Perdida,duelo-Gambeta-favor-Ganada,duelo-Pivote-Perdido,duelo-Pivote-Ganado,falta-Cometida,falta-Recibida,falta-Penal-cometido,falta-Penal-recibido,falta-Offside,falta-Tarjeta-amarilla,falta-Tarjeta-roja,recuperacion-Robo,recuperacion-Encontrada,recuperacion-Intercepcion-suelo,recuperacion-Intercepcion-aereo,recuperacion-Intercepcion-anticipo,recuperacion-Disputa-suelo,parado-Lateral-interceptado,parado-Lateral-completado,parado-Corner-interceptado,parado-Corner-completado,parado-Tiro-libre-incompleto,parado-Tiro-libre-completado,perdida-Gambeta-favor,perdida-Robo,perdida-Intercepcion,perdida-Error-tecnico,perdida-Balon-fuera,perdida-Situacion-rival,perdida-Atajada,arquero-Gol-rival,arquero-Gol-rival-atajable,arquero-Atajada,arquero-Intercepcion-aerea,arquero-Intercepcion,arquero-Anticipo,arquero-Saque-mano,arquero-Saque-pie,arquero-Saque-meta,coord.final.num,coord.inicial.x,coord.final.x,coord.inicial.y,coord.final.y
2022/03/23,Boca,completo ,10:52:58,13:12:50,recuperacion,,00:21:08,00:21:14,6.0,,"105,155",Rival,4.0,"85,124",encontrada,,1268.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,85.43631007979144,105.14263146045543,123.50091459146464,155.20685079888807
2022/03/23,Boca,completo ,10:52:58,13:12:50,pase,,00:21:09,00:21:15,6.0,,"179,85",8,4.0,"120,134",corto,,1269.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,120.33958839192329,178.7620206115551,134.07422329266186,85.23550102060446
2022/03/23,Boca,completo ,10:52:58,13:12:50,pase,,00:21:17,00:21:23,6.0,,"160,7",3,8.0,"164,28",corto,,1277.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,163.8167812767997,159.8502706771791,28.491050135217495,6.641326851504234
2022/03/23,Boca,completo ,10:52:58,13:12:50,perdida,,00:21:29,00:21:35,6.0,,"157,90",Rival,11.0,"156,26",error tactico,,1289.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,156.07179217680897,157.15604333861734,26.42232772198545,89.56791351350009
2022/03/23,Boca,completo ,10:52:58,13:12:50,recuperacion,,00:23:12,00:23:18,6.0,,,,2.0,"57,13",intercepcion,,1392.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56.93090014130807,,12.586843598207615,
2022/03/23,Boca,completo ,10:52:58,13:12:50,pase,,00:23:13,00:23:19,6.0,,"52,17",6,2.0,"68,21",corto,,1393.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,67.72289989516327,51.56862426817939,21.160561477407384,17.31671226511929
2022/03/23,Boca,completo ,10:52:58,13:12:50,pelota parada,,00:23:39,00:23:45,6.0,,,,4.0,"26,162",lateral corto,,1419.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26.06194828541444,,162.0,
2022/03/23,Boca,completo ,10:52:58,13:12:50,recuperacion,,00:24:01,00:24:07,6.0,,,,4.0,"61,138",intercepcion,,1441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60.72819254891534,,138.3103035218989,
2022/03/23,Boca,completo ,10:52:58,13:12:50,recuperacion,,00:24:18,00:24:24,6.0,,,,8.0,"110,80",intercepcion,,1458.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,109.65084956622863,,79.73798502507938,
2022/03/23,Boca,completo ,10:52:58,13:12:50,pase,,00:24:19,00:24:25,6.0,,"176,132",9,8.0,"95,86",medio,,1459.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,94.74755384278242,175.70706825631976,85.89688689806451,132.35329413841868
2022/03/23,Boca,completo ,10:52:58,13:12:50,pase,,00:24:23,00:24:29,6.0,,"180,25",8,9.0,"159,73",corto,,1463.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,158.8191568790159,179.75920858803335,73.28704053451332,24.67954042099115
2022/03/23,Boca,completo ,10:52:58,13:12:50,falta,,00:24:25,00:24:31,6.0,,,,8.0,"199,24",recibida,,1465.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,198.68963243794428,,24.33104325098826,
2022/03/23,Boca,completo ,10:52:58,13:12:50,pelota parada,,00:25:29,00:25:35,6.0,,,,5.0,"188,12",tiro libre,,1529.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,187.87431566953472,,11.9421865738524,
2022/03/23,Boca,completo ,10:52:58,13:12:50,recuperacion,,00:26:04,00:26:10,6.0,,,,3.0,"6,38",intercepcion,,1564.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5.770902871574595,,37.54957556846456,
2022/03/23,Boca,completo ,10:52:58,13:12:50,perdida,,00:26:12,00:26:18,6.0,,"177,6",Rival,3.0,"14,18",balon afuera lateral,,1572.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.591404224477424,176.6768709609427,17.614457550725607,6.037985072808265
2022/03/23,Boca,completo ,10:52:58,13:12:50,recuperacion,,00:26:50,00:26:56,6.0,,,,11.0,"111,3",intercepcion,,1610.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,110.63736789880593,,2.519342192652239,
2022/03/23,Boca,completo ,10:52:58,13:12:50,falta,,00:26:58,00:27:04,6.0,,,,7.0,"46,138",recibida,,1618.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.73113895503583,,138.30625855695803,
2022/03/23,Boca,completo ,10:52:58,13:12:50,perdida,,00:27:35,00:27:41,6.0,,,,10.0,"81,14",interceptado,,1655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,81.43929896911537,,14.219259748847108,
2022/03/23,Boca,completo ,10:52:58,13:12:50,recuperacion,,00:27:38,00:27:44,6.0,,,,8.0,"65,34",intercepcion,,1658.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,65.40858431783951,,34.29037220962374,
2022/03/23,Boca,completo ,10:52:58,13:12:50,perdida,,00:27:41,00:27:47,6.0,,,,8.0,"69,89",robo,,1661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,68.82928980035341,,89.41349498460931,
2022/03/23,Boca,completo ,10:52:58,13:12:50,pase,,00:28:51,00:28:57,6.0,,"240,13",10,3.0,"122,3",largo,,1731.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0,121.60985272206247,239.94609980421356,3.2060563116657335,12.951043266210416
2022/03/23,Boca,completo ,10:52:58,13:12:50,perdida,,00:29:03,00:29:09,6.0,,"258,135",Rival,5.0,"162,4",balon afuera lateral,,1743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,161.5992584212996,257.57446543563833,4.3004097063371205,135.33315760315486
2022/03/23,Boca,completo ,10:52:58,13:12:50,recuperacion,,00:29:25,00:29:31,6.0,,,,11.0,"163,19",intercepcion,,1765.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,162.61085820779812,,19.019500749715135,
2022/03/23,Boca,completo ,10:52:58,13:12:50,perdida,,00:29:34,00:29:40,6.0,,"242,69",Rival,11.0,"248,34",intercepcion aereo,,1774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,248.36732077761033,242.2113396235798,33.95363646624473,68.79693371410715
2022/03/23,Boca,completo ,10:52:58,13:12:50,recuperacion,,00:29:36,00:29:42,6.0,,,,5.0,"152,97",intercepcion aereo,,1776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,151.61945830714518,,96.97537380263762,
2022/03/23,Boca,completo ,10:52:58,13:12:50,pase,,00:29:36,00:29:42,6.0,,"215,126",4,5.0,"200,98",corto,,1776.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,200.1728086801768,215.23046565908243,97.7283975379525,125.83411154742433
2022/03/23,Boca,completo ,10:52:58,13:12:50,remate pie,,00:29:40,00:29:46,6.0,,"272,83",Rival,4.0,"217,144",media distancia,,1780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,217.1557810187279,272.0,144.22942052837953,82.53320548259211
2022/03/23,Boca,completo ,10:52:58,13:12:50,pelota parada,,00:30:03,00:30:09,6.0,,"215,144",9,4.0,"197,151",lateral corto,,1803.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,197.29119096337513,214.67764131996944,150.94227786187332,144.08424272117273
2022/03/23,Boca,completo ,10:52:58,13:12:50,perdida,,00:30:05,00:30:11,6.0,,,,9.0,"201,140",interceptado,,1805.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,200.71686711368662,,140.40919295933003,
2022/03/23,Boca,completo ,10:52:58,13:12:50,arquero,,00:30:14,00:30:20,6.0,,,,1.0,"28,82",remate atajable,,1814.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27.76789262434731,,82.1289493454381,
2022/03/23,Boca,completo ,10:52:58,13:12:50,pase,,00:30:19,00:30:25,6.0,,"230,82",Rival,3.0,"121,19",largo,,1819.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,120.62055327236973,230.15658756456918,19.34211702588937,81.7248188736513
2022/03/23,Boca,completo ,10:52:58,13:12:50,recuperacion,,00:30:45,00:30:51,6.0,,,,2.0,"57,145",intercepcion,,1845.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,57.083778872338456,,145.10230173389078,
2022/03/23,Boca,completo ,10:52:58,13:12:50,pase,,00:30:48,00:30:54,6.0,,"13,70",6,2.0,"71,143",corto,,1848.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,71.163128463135,13.030485305941198,143.47216265436685,70.49134053077921
2022/03/23,Boca,completo ,10:52:58,13:12:50,pase,,00:30:55,00:31:01,6.0,,"201,26",11,6.0,"21,93",largo,,1855.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,20.98303728196882,201.34402137542565,92.51830038491778,25.557300875957168
2022/03/23,Boca,completo ,10:52:58,13:12:50,perdida,,00:30:57,00:31:03,6.0,,,,11.0,"188,42",robo,,1857.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,187.98709442780302,,41.703384226322285,
2022/03/23,Boca,completo ,10:52:58,13:12:50,recuperacion,,00:30:59,00:31:05,6.0,,,,3.0,"99,66",intercepcion anticipo aereo,,1859.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,99.05006037028966,,66.04891167043648,
2022/03/23,Boca,completo ,10:52:58,13:12:50,perdida,,00:31:01,00:31:07,6.0,,"175,81",Rival,3.0,"48,92",interceptado,,1861.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,48.49987639008771,175.03889869872043,91.90826902366068,80.83552592969835
2022/03/23,Boca,completo ,10:52:58,13:12:50,pase,,00:31:16,00:31:22,6.0,,"110,29",10,6.0,"35,54",medio,,1876.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,34.99841499173652,110.36587256933096,54.0130270782545,28.69994563789414
2022/03/23,Boca,completo ,10:52:58,13:12:50,perdida,,00:31:19,00:31:25,6.0,,,,10.0,"167,6",interceptado,,1879.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,166.94719237605483,,6.000905880778461,
2022/03/23,Boca,completo ,10:52:58,13:12:50,pelota parada,,00:31:44,00:31:50,6.0,,"158,25",9,3.0,"94,9",lateral corto,,1904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,93.55495770619288,157.98131873261514,9.130730067332504,24.923317513903957
2022/03/23,Boca,completo ,10:52:58,13:12:50,perdida,,00:31:45,00:31:51,6.0,,,,9.0,"142,13",robo,,1905.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,142.34876592734634,,12.709463423656,
2022/03/23,Boca,completo ,10:52:58,13:12:50,pelota parada,,00:32:08,00:32:14,6.0,,"128,3",5,3.0,"82,35",lateral corto,,1928.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,81.73960421040287,128.4017863024681,35.407007623703194,3.2281039531201223
2022/03/23,Boca,completo ,10:52:58,13:12:50,perdida,,00:32:10,00:32:16,6.0,,,,5.0,"170,69",robo,,1930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,170.40344851647922,,68.85849843066151,
2022/03/23,Boca,completo ,10:52:58,13:12:50,recuperacion,,00:32:17,00:32:23,6.0,,,,8.0,"91,27",robo,,1937.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90.69020820950469,,26.970699706459296,
